evid,event_lat,event_lon,event_depth,magnitude,magnitude_type,origin_time
60063732,44.8023333,-110.72683329999998,4.45,0.93,l,1396847513.36
60063742,44.7913333,-110.73,4.79,1.19,l,1396848814.38
60063752,44.8065,-110.712,4.62,1.21,l,1396849382.59
60063757,44.81,-110.72183329999999,4.18,1.46,l,1396850490.86
60063767,44.8385,-110.67299999999999,7.46,1.04,l,1396851986.47
60063772,44.8045,-110.72183329999999,4.5,1.43,l,1396852412.24
60063777,44.8101667,-110.719,4.01,1.29,l,1396852561.22
60063792,44.8056667,-110.7203333,4.68,1.39,l,1396853511.73
60063797,44.8055,-110.7175,4.48,1.14,l,1396854907.62
60063807,44.806000000000004,-110.71666670000002,4.71,1.15,l,1396857677.66
60063832,44.802833299999996,-110.72733329999998,4.46,0.69,l,1396864794.7
60063837,44.8208333,-110.76100000000001,4.41,1.59,l,1396865314.82
60063852,44.6925,-110.72866670000002,7.11,1.51,l,1396885170.93
60063877,44.695666700000004,-110.72733329999998,8.84,1.61,l,1396888971.15
60063917,44.813,-110.7736667,4.52,1.56,l,1396922334.75
60063927,44.7468333,-110.77266670000002,7.3,1.55,l,1396947425.28
60063952,44.7415,-110.76100000000001,8.28,2.39,l,1396960341.99
60064052,44.7576667,-110.78,8.38,1.4,l,1397014866.84
60064062,44.744,-110.788,7.48,1.37,l,1397020661.17
60064077,44.7636667,-110.77433329999998,9.9,1.4,l,1397024707.03
60064292,44.8188333,-110.75833329999999,4.33,1.29,l,1397195349.49
60064342,44.7523333,-110.77566670000002,9.22,1.34,l,1397230932.5
60064347,44.8263333,-110.76966670000002,4.44,1.95,l,1397235668.79
60064382,44.8056667,-110.7755,3.37,0.1,d,1397257541.07
60064392,44.7535,-110.78183329999999,7.49,1.61,l,1397292763.02
60064397,44.736000000000004,-110.78816670000002,2.04,1.25,l,1397306756.19
60064422,44.7378333,-110.78533329999999,2.02,1.08,l,1397325490.35
60064897,44.8228333,-110.79866670000001,4.08,1.2,l,1397576492.1
60065267,44.7323333,-110.7765,4.61,1.31,l,1397813020.15
60065532,44.7345,-110.7755,7.1,1.19,l,1397999190.39
60065997,44.7503333,-110.75716670000001,11.34,1.56,l,1398280050.32
60066357,44.7325,-110.7715,5.45,1.15,l,1398558002.32
60066797,44.83,-110.77416670000001,4.36,0.35,d,1398995446.13
60067052,44.7601667,-110.772,8.09,1.23,l,1399204722.31
60068152,44.8226667,-110.757,6.37,1.84,l,1399705118.07
60068157,44.818999999999996,-110.7645,5.2,1.45,l,1399705701.25
60068197,44.8046667,-110.7616667,4.44,1.6,l,1399745928.25
60068237,44.8238333,-110.75966670000001,6.12,1.12,l,1399769683.35
60068422,44.8283333,-110.75483329999999,6.01,-9.99,h,1399962830.06
60068752,44.7996667,-110.823,4.79,0.52,l,1400160042.7
60068757,44.8041667,-110.76216670000001,4.18,1.46,l,1400160146.88
60068902,44.8056667,-110.75933329999998,4.62,1.15,l,1400208693.36
60068907,44.8245,-110.7585,4.15,1.91,l,1400217134.93
60068912,44.8138333,-110.76566670000001,4.39,1.9,l,1400220470.81
60068922,44.8233333,-110.76383329999999,4.29,1.69,l,1400235690.76
60068992,44.8268333,-110.76266670000001,4.01,2.14,l,1400265072.19
60069127,44.8223333,-110.7585,5.51,1.96,l,1400434996.37
60069212,44.8265,-110.76116670000002,4.14,1.01,l,1400484187.36
60069547,44.8566667,-110.67200000000001,2.63,1.68,l,1400713796.68
60069597,44.781833299999995,-110.76700000000001,10.18,1.53,l,1400772976.04
60069602,44.784833299999995,-110.76983329999999,9.64,0.47,d,1400776328.08
60069607,44.7835,-110.76816670000001,9.11,1.47,l,1400776660.67
60069617,44.784,-110.76683329999999,9.47,1.39,l,1400777866.48
60069622,44.7798333,-110.76933329999999,10.74,0.98,l,1400779213.76
60070572,44.786666700000005,-110.76516670000001,4.73,2.59,l,1401523333.15
60070577,44.826,-110.75116670000001,6.76,1.39,l,1401523893.39
60070582,44.7885,-110.76666670000002,4.25,1.21,l,1401524510.77
60070592,44.828166700000004,-110.7616667,6.44,1.06,l,1401525055.78
60070637,44.815,-110.75733329999998,4.86,1.36,l,1401550712.33
60070642,44.7853333,-110.7695,4.5,2.76,l,1401561591.88
60070647,44.8181667,-110.759,6.9,1.11,l,1401562951.59
60070652,44.7985,-110.772,5.08,1.3,l,1401563899.58
60070657,44.802,-110.76066670000002,4.53,1.73,l,1401564275.47
60070662,44.8345,-110.74466670000001,5.83,1.07,l,1401564467.73
60070682,44.7976667,-110.76316670000001,4.4,1.63,l,1401567120.95
60070702,44.7913333,-110.76633329999999,2.41,1.0,l,1401571032.81
60070712,44.7955,-110.7676667,4.37,1.2,l,1401572715.44
60070717,44.7981667,-110.76100000000001,2.28,1.24,l,1401573085.69
60070722,44.8105,-110.76,4.59,1.67,l,1401573392.16
60070727,44.7905,-110.7765,4.68,3.48,l,1401575100.66
60070732,44.798333299999996,-110.76100000000001,6.21,1.11,d,1401579056.81
60070737,44.793833299999996,-110.7685,5.64,1.18,l,1401579236.73
60070742,44.786,-110.766,4.42,2.15,l,1401580344.42
60070747,44.7946667,-110.7676667,4.62,1.13,d,1401580472.58
60070752,44.7956667,-110.766,4.11,1.22,d,1401582811.11
60070762,44.7906667,-110.766,4.48,1.06,l,1401586646.32
60070777,44.7925,-110.7646667,4.47,1.13,l,1401588749.83
60070782,44.8006667,-110.77166670000001,5.12,1.57,d,1401590696.77
60070787,44.7978333,-110.76866670000001,4.4,1.79,l,1401591845.59
60070792,44.8018333,-110.7665,4.62,1.22,l,1401591985.66
60070797,44.77,-110.7695,0.62,0.46,d,1401592218.95
60070802,44.7981667,-110.77166670000001,5.67,2.41,l,1401592361.97
60070807,44.7906667,-110.764,4.11,2.37,l,1401592392.15
60070812,44.8001667,-110.76683329999999,4.66,0.98,l,1401593277.09
60070822,44.7913333,-110.77516670000001,4.05,1.18,d,1401595659.95
60070827,44.801,-110.76100000000001,4.41,1.18,l,1401599678.55
60070832,44.7868333,-110.7645,4.83,2.06,l,1401599732.9
60070837,44.7871667,-110.76483329999999,4.79,2.04,l,1401599835.79
60070842,44.7883333,-110.7645,4.76,1.74,l,1401599870.85
60070847,44.788999999999994,-110.7616667,4.54,1.48,l,1401600288.09
60070852,44.8053333,-110.77,5.26,1.13,l,1401600543.82
60070857,44.841,-110.75466670000002,4.57,0.79,l,1401601419.99
60070862,44.796833299999996,-110.76733329999999,4.42,1.88,l,1401606876.32
60070872,44.807333299999996,-110.7736667,2.28,1.57,d,1401611601.8
60070877,44.79,-110.76983329999999,4.24,1.1,l,1401613993.76
60070887,44.8006667,-110.75433329999998,5.55,1.39,l,1401654098.36
60070892,44.7876667,-110.76100000000001,3.79,1.69,d,1401654098.62
60070902,44.7921667,-110.7605,4.32,1.49,l,1401657417.96
60070922,44.7956667,-110.7695,4.56,1.57,l,1401659274.79
60070937,44.7831667,-110.77266670000002,4.29,0.62,d,1401665850.29
60070942,44.7926667,-110.76899999999999,4.13,1.16,d,1401670537.02
60070947,44.806000000000004,-110.76700000000001,7.44,1.44,l,1401674549.56
60070957,44.781000000000006,-110.77283329999999,3.65,1.18,d,1401675801.52
60070967,44.7906667,-110.76866670000001,4.97,1.85,l,1401676824.56
60070977,44.8006667,-110.75466670000002,6.02,1.42,l,1401692452.1
60070982,44.7948333,-110.7585,5.33,1.4,d,1401693642.12
60070987,44.777,-110.7765,2.71,0.63,d,1401694886.78
60070997,44.812,-110.74766670000001,7.77,1.51,l,1401701043.16
60071002,44.8101667,-110.7525,7.53,1.52,l,1401704004.16
60071007,44.7946667,-110.76083329999999,4.67,0.62,d,1401705277.78
60071012,44.7823333,-110.76966670000002,4.69,1.72,l,1401708258.79
60071017,44.8395,-110.73100000000001,7.65,1.45,l,1401708839.94
60071032,44.7926667,-110.77083329999999,4.4,1.05,d,1401715665.41
60071042,44.7813333,-110.76783329999999,4.47,2.03,l,1401720275.26
60071047,44.7876667,-110.77033329999999,4.43,2.26,l,1401720608.03
60071067,44.777666700000005,-110.76533329999998,2.35,1.86,d,1401731213.91
60071092,44.783666700000005,-110.7676667,4.86,2.42,l,1401740353.62
60071097,44.8061667,-110.75133329999998,8.17,2.04,l,1401741416.42
60071117,44.8,-110.75666670000001,4.83,1.26,l,1401749028.91
60071122,44.7873333,-110.76783329999999,3.79,0.99,d,1401750567.89
60071132,44.775,-110.76733329999999,2.09,0.85,d,1401766628.7
60071142,44.8025,-110.75133329999998,7.48,0.93,d,1401779027.11
60071147,44.788999999999994,-110.7605,5.55,1.11,l,1401780134.13
60071152,44.7871667,-110.75966670000001,4.63,1.33,l,1401782077.46
60071162,44.7986667,-110.76100000000001,6.28,1.77,d,1401784964.37
60071167,44.8063333,-110.751,7.36,1.62,l,1401785132.89
60071172,44.7763333,-110.76666670000002,2.18,0.54,d,1401785553.95
60071177,44.7946667,-110.76100000000001,4.92,0.87,d,1401786946.9
60071182,44.8128333,-110.74883329999999,7.37,1.5,l,1401787376.6
60071187,44.7905,-110.75883329999999,4.83,1.21,l,1401787766.65
60071192,44.783666700000005,-110.76666670000002,4.05,1.45,l,1401787804.31
60071197,44.8086667,-110.75733329999998,1.34,1.11,l,1401788002.85
60071202,44.7963333,-110.76566670000001,10.26,3.38,l,1401788007.73
60071207,44.788000000000004,-110.7556667,4.7,2.38,l,1401788202.17
60071212,44.8065,-110.75116670000001,7.1,1.52,l,1401788304.69
60071217,44.7856667,-110.7635,8.98,2.86,l,1401788365.26
60071222,44.7976667,-110.759,4.62,1.52,l,1401788494.41
60071227,44.8108333,-110.74583329999999,7.07,1.24,l,1401788609.98
60071232,44.7888333,-110.7575,4.88,1.38,l,1401788757.21
60071237,44.8011667,-110.76683329999999,4.35,0.78,l,1401788703.31
60071242,44.8218333,-110.73883329999998,7.63,1.55,l,1401788816.48
60071247,44.8011667,-110.76383329999999,4.49,1.63,l,1401789153.27
60071252,44.7828333,-110.75916670000001,7.61,3.06,l,1401789172.03
60071257,44.7921667,-110.76533329999998,4.25,1.51,l,1401789571.34
60071267,44.805833299999996,-110.76100000000001,6.95,1.64,l,1401789676.36
60071272,44.7916667,-110.76299999999999,5.97,1.64,l,1401789676.59
60071277,44.791000000000004,-110.7615,4.06,1.05,l,1401789934.51
60071282,44.8335,-110.7365,7.21,1.5,l,1401790143.21
60071287,44.7965,-110.7605,7.68,2.21,l,1401790249.09
60071292,44.7883333,-110.75816670000002,4.22,0.95,d,1401790439.64
60071297,44.7906667,-110.76016670000001,4.74,1.35,l,1401790499.21
60071302,44.8026667,-110.7675,4.53,1.0,d,1401790684.71
60071307,44.7921667,-110.76116670000002,4.45,1.72,l,1401790852.94
60071312,44.819166700000004,-110.74816670000001,7.8,1.42,l,1401791689.22
60071337,44.7916667,-110.74883329999999,5.38,1.37,l,1401793154.09
60071347,44.7895,-110.766,3.79,0.89,d,1401793967.6
60071352,44.7926667,-110.76183329999999,6.36,1.06,l,1401794802.85
60071357,44.7955,-110.7585,5.35,1.55,l,1401794971.25
60071362,44.8166667,-110.7383333,7.67,-9.99,h,1401795095.08
60071367,44.8136667,-110.74733329999998,8.27,1.37,l,1401795764.65
60071377,44.8038333,-110.75416670000001,6.44,2.13,l,1401796429.59
60071382,44.8306667,-110.73633329999998,6.84,1.6,l,1401796537.48
60071387,44.787833299999996,-110.7545,4.5,1.4,l,1401796823.97
60071392,44.7966667,-110.76266670000001,4.58,1.36,l,1401796998.38
60071397,44.7936667,-110.76183329999999,5.44,0.87,l,1401797798.54
60071402,44.801333299999996,-110.76033329999999,7.1,2.07,l,1401800738.07
60071407,44.786666700000005,-110.7705,4.69,2.18,l,1401800930.38
60071412,44.7873333,-110.7605,3.19,0.15,d,1401801827.75
60071427,44.784,-110.7595,2.15,1.0,l,1401803329.7
60071432,44.7943333,-110.766,4.86,1.51,d,1401803431.03
60071437,44.8111667,-110.74716670000001,9.61,1.46,l,1401804073.56
60071442,44.8008333,-110.75966670000001,4.62,1.02,l,1401804574.35
60071447,44.8085,-110.75516670000002,7.47,1.83,l,1401806866.85
60071452,44.7965,-110.7595,5.05,1.56,l,1401807045.82
60071457,44.7976667,-110.75016670000001,4.43,0.8,d,1401807242.15
60071462,44.8125,-110.75216670000002,8.96,0.98,d,1401808480.19
60071467,44.786333299999995,-110.76866670000001,3.82,1.07,l,1401808665.92
60071472,44.8136667,-110.75366670000001,7.9,1.18,l,1401809784.2
60071477,44.8163333,-110.74733329999998,8.95,1.28,l,1401809949.66
60071482,44.791166700000005,-110.7505,4.52,0.98,l,1401811782.14
60071487,44.8023333,-110.7545,7.8,1.67,l,1401813260.19
60071502,44.7895,-110.75283329999999,4.68,1.19,l,1401816787.81
60071507,44.7861667,-110.76583329999998,2.5,0.94,l,1401820945.13
60071512,44.820666700000004,-110.75200000000001,6.87,1.57,l,1401821378.31
60071527,44.7931667,-110.75266670000002,6.48,2.19,l,1401822530.03
60071532,44.787,-110.75916670000001,4.16,1.59,l,1401824538.61
60071542,44.7913333,-110.76316670000001,2.14,1.22,d,1401826341.04
60071547,44.8581667,-110.7325,9.39,0.94,d,1401826644.23
60071552,44.7598333,-110.8265,1.44,1.19,d,1401827167.39
60071557,44.7985,-110.77183329999998,3.66,1.37,d,1401827755.9
60071582,44.7853333,-110.75466670000002,3.18,0.93,l,1401830830.25
60071607,44.8001667,-110.76299999999999,4.58,2.11,l,1401833090.81
60071617,44.8155,-110.75,6.71,2.03,l,1401834811.38
60071627,44.7823333,-110.7695,6.34,2.06,l,1401839339.08
60071632,44.8193333,-110.75266670000002,7.7,1.14,l,1401839568.02
60071637,44.8041667,-110.76066670000002,5.11,1.35,l,1401839670.0
60071642,44.7831667,-110.77016670000002,4.74,2.13,l,1401840597.83
60071647,44.8033333,-110.75399999999999,6.44,1.6,l,1401841962.9
60071652,44.7825,-110.7655,4.77,2.39,l,1401843511.14
60071657,44.8183333,-110.7465,7.31,1.2,l,1401843739.35
60071662,44.8238333,-110.7465,6.73,1.41,l,1401844697.95
60071667,44.782166700000005,-110.7706667,3.23,0.82,l,1401844897.77
60071672,44.7956667,-110.76383329999999,4.03,0.74,d,1401845032.19
60071677,44.801333299999996,-110.762,5.56,0.92,l,1401845175.45
60071682,44.799833299999996,-110.76883329999998,4.95,2.0,l,1401845468.11
60071687,44.8158333,-110.7556667,7.2,1.45,l,1401845546.59
60071697,44.8303333,-110.7495,7.4,0.69,d,1401846332.69
60071702,44.7928333,-110.766,4.31,1.44,l,1401846615.37
60071707,44.786333299999995,-110.76866670000001,4.37,1.91,l,1401846798.97
60071712,44.81100000000001,-110.7565,6.95,1.25,l,1401847002.9
60071717,44.8233333,-110.7475,7.77,1.47,l,1401847065.96
60071722,44.795333299999996,-110.7616667,5.3,1.04,l,1401848096.67
60071727,44.8038333,-110.76133329999999,4.96,1.14,l,1401848477.03
60071732,44.8036667,-110.76516670000001,5.13,1.48,l,1401848637.47
60071737,44.7846667,-110.77383329999999,3.89,1.95,l,1401849336.67
60071742,44.784833299999995,-110.7725,2.53,0.93,d,1401849750.53
60071747,44.7801667,-110.76683329999999,3.92,0.4,d,1401849990.95
60071752,44.791000000000004,-110.76899999999999,4.75,1.21,l,1401852046.14
60071757,44.784,-110.77166670000001,2.41,1.06,d,1401852025.08
60071767,44.8188333,-110.74583329999999,8.42,0.28,d,1401871930.93
60071782,44.8051667,-110.76566670000001,4.77,1.3,l,1401874251.17
60071787,44.785,-110.76783329999999,4.82,1.94,l,1401874264.13
60071792,44.8051667,-110.74733329999998,8.85,1.17,d,1401874433.84
60071812,44.8153333,-110.74216670000001,7.82,0.92,l,1401879662.12
60071822,44.7985,-110.76566670000001,3.99,0.79,l,1401882672.46
60071827,44.7865,-110.77533329999999,3.51,0.86,l,1401883172.12
60071837,44.7845,-110.75983329999998,4.53,1.71,d,1401883967.49
60071842,44.7993333,-110.75399999999999,5.29,1.25,d,1401883967.34
60071847,44.7875,-110.76566670000001,7.71,3.46,l,1401884163.0
60071852,44.8021667,-110.77283329999999,4.63,1.57,d,1401885250.96
60071857,44.8196667,-110.756,7.24,1.37,d,1401885583.26
60071862,44.8226667,-110.75166670000002,7.68,1.14,l,1401887498.23
60071867,44.7865,-110.774,4.11,0.94,d,1401887785.05
60071877,44.8036667,-110.75466670000002,4.18,1.16,d,1401889857.62
60071882,44.7958333,-110.765,4.94,0.87,d,1401893233.24
60071887,44.791166700000005,-110.77533329999999,6.29,1.27,l,1401893870.68
60071892,44.813166700000004,-110.7556667,6.36,0.51,d,1401894212.15
60071907,44.799833299999996,-110.772,6.15,2.48,l,1401895257.05
60071912,44.8045,-110.76233329999998,6.64,1.65,l,1401895544.08
60071917,44.7795,-110.76899999999999,2.33,0.57,d,1401895820.08
60071922,44.820666700000004,-110.75466670000002,8.06,0.24,d,1401896310.41
60071932,44.7988333,-110.76316670000001,6.48,1.11,l,1401896999.26
60071942,44.787,-110.7615,2.02,1.05,l,1401897054.62
60071947,44.815,-110.74683329999999,7.45,1.1,l,1401897348.48
60071952,44.7886667,-110.76916670000001,4.8,0.98,l,1401897694.38
60071972,44.79,-110.76183329999999,2.21,0.97,d,1401903519.03
60071977,44.8011667,-110.77133329999998,5.3,1.39,l,1401903629.04
60071982,44.7981667,-110.76116670000002,5.22,1.04,d,1401904150.83
60071987,44.789333299999996,-110.76216670000001,4.81,2.13,l,1401904607.03
60072042,44.7916667,-110.77133329999998,5.29,1.77,l,1401912006.88
60072047,44.7921667,-110.76483329999999,4.74,0.81,d,1401912769.03
60072072,44.8205,-110.744,7.74,1.28,l,1401916489.36
60072082,44.7853333,-110.77466670000001,1.9,0.8,d,1401916885.85
60072087,44.787,-110.7646667,9.2,3.38,l,1401916951.63
60072102,44.7351667,-110.79700000000001,7.98,0.98,l,1401920245.5
60072112,44.7813333,-110.76933329999999,3.12,1.52,l,1401926032.73
60072117,44.792,-110.78316670000001,3.22,0.99,d,1401930299.44
60072122,44.801333299999996,-110.7825,4.05,1.2,l,1401930544.57
60072157,44.788166700000005,-110.75783329999999,4.26,0.54,d,1401948343.27
60072282,44.8138333,-110.74583329999999,7.46,0.43,d,1401999920.79
60072292,44.8258333,-110.74616670000002,7.44,0.47,d,1402017574.54
60072297,44.818000000000005,-110.75266670000002,8.66,1.48,l,1402018357.11
60072312,44.79,-110.76566670000001,4.45,1.45,l,1402023955.68
60072342,44.799833299999996,-110.76899999999999,5.63,0.59,d,1402055022.55
60072352,44.7986667,-110.74799999999999,5.22,1.21,l,1402060356.61
60072457,44.7943333,-110.75883329999999,4.71,1.13,l,1402127632.1
60072512,44.796833299999996,-110.75533329999999,5.82,1.17,l,1402163340.82
60072527,44.8155,-110.7383333,7.31,1.13,l,1402174505.33
60072532,44.828,-110.73616670000001,7.81,1.07,d,1402176307.88
60072582,44.7905,-110.76383329999999,4.9,1.58,l,1402256803.72
60072592,44.7926667,-110.7575,4.47,1.12,l,1402274920.04
60072612,44.791166700000005,-110.76799999999999,4.82,2.19,l,1402303426.35
60072792,44.8666667,-110.68583329999998,3.55,1.77,l,1402448950.85
60072827,44.7988333,-110.76633329999999,6.17,1.38,l,1402468809.92
60073092,44.8035,-110.75766670000002,5.58,1.59,l,1402606427.25
60073437,44.819166700000004,-110.74816670000001,7.7,1.21,l,1402806499.14
60073962,44.7831667,-110.68683329999999,3.8,0.11,d,1403178987.14
60073967,44.788000000000004,-110.68333329999999,4.65,1.75,l,1403179164.33
60074752,44.7853333,-110.7695,4.39,0.69,d,1403709871.86
